kx (1/m)	Eigenfrequency (Hz)	real(freq) (Hz)
0.78540	138.13	138.13
0.78540	146.75	146.75
0.78540	147.50	147.50
0.78540	147.50	147.50
0.78540	147.53	147.53
0.78540	147.59	147.59
0.78540	147.72	147.72
0.78540	147.95	147.95
0.78540	148.30	148.30
0.78540	148.45	148.45
0.78540	148.66	148.66
0.78540	148.88	148.88
0.78540	149.41	149.41
0.78540	149.90	149.90
0.78540	150.22	150.22
0.78540	151.04	151.04
0.78540	151.88	151.88
0.78540	153.33	153.33
0.78540	154.94	154.94
0.78540	156.07	156.07
0.78540	157.41	157.41
0.78540	158.91	158.91
0.78540	160.93	160.93
0.78540	163.20	163.20
0.78540	164.89	164.89
0.78540	167.06	167.06
0.78540	169.18	169.18
0.78540	169.45	169.45
0.78540	170.98	170.98
0.81681	28.664	28.664
0.81681	34.128	34.128
0.81681	43.430	43.430
0.81681	45.918	45.918
0.81681	50.465	50.465
0.81681	56.745	56.745
0.81681	63.654	63.654
0.81681	70.602	70.602
0.81681	77.519	77.519
0.81681	84.176	84.176
0.81681	90.177	90.177
0.81681	96.894	96.894
0.81681	97.957	97.957
0.81681	104.30	104.30
0.81681	110.58	110.58
0.81681	115.48	115.48
0.81681	119.81	119.81
0.81681	120.70	120.70
0.81681	125.50	125.50
0.81681	131.28	131.28
0.81681	136.60	136.60
0.81681	138.95	138.95
0.81681	147.62	147.62
0.81681	149.40	149.40
0.81681	153.40	153.40
0.81681	153.40	153.40
0.81681	153.43	153.43
0.81681	153.49	153.49
0.81681	153.61	153.61
0.81681	153.83	153.83
0.81681	154.17	154.17
0.81681	154.47	154.47
0.81681	154.59	154.59
0.81681	154.79	154.79
0.81681	155.23	155.23
0.81681	155.89	155.89
0.81681	156.44	156.44
0.81681	156.99	156.99
0.81681	157.77	157.77
0.81681	159.16	159.16
0.81681	160.91	160.91
0.81681	162.68	162.68
0.81681	164.05	164.05
0.81681	165.10	165.10
0.81681	166.65	166.65
0.81681	168.96	168.96
0.81681	170.21	170.21
0.81681	170.82	170.82
0.81681	172.56	172.56
0.81681	175.11	175.11
0.84823	29.088	29.088
0.84823	35.208	35.208
0.84823	44.754	44.754
0.84823	47.040	47.040
0.84823	51.615	51.615
0.84823	57.813	57.813
0.84823	64.639	64.639
0.84823	71.495	71.495
0.84823	78.251	78.251
0.84823	84.737	84.737
0.84823	90.780	90.780
0.84823	97.288	97.288
0.84823	97.614	97.614
0.84823	105.16	105.16
0.84823	111.94	111.94
0.84823	116.82	116.82
0.84823	119.22	119.22
0.84823	121.87	121.87
0.84823	127.14	127.14
0.84823	132.66	132.66
0.84823	137.34	137.34
0.84823	139.88	139.88
0.84823	148.41	148.41
0.84823	148.89	148.89
0.84823	157.20	157.20
0.84823	159.30	159.30
0.84823	159.30	159.30
0.84823	159.33	159.33
0.84823	159.39	159.39
0.84823	159.51	159.51
0.84823	159.73	159.73
0.84823	160.07	160.07
0.84823	160.50	160.50
0.84823	160.53	160.53
0.84823	160.77	160.77
0.84823	161.16	161.16
0.84823	161.88	161.88
0.84823	162.69	162.69
0.84823	163.42	163.42
0.84823	164.59	164.59
0.84823	165.46	165.46
0.84823	166.71	166.71
0.84823	168.40	168.40
0.84823	169.83	169.83
0.84823	170.98	170.98
0.84823	171.15	171.15
0.84823	172.31	172.31
0.84823	174.52	174.52
0.84823	177.02	177.02
0.84823	179.03	179.03
0.87965	29.483	29.483
0.87965	36.273	36.273
0.87965	46.013	46.013
0.87965	48.237	48.237
0.87965	52.813	52.813
0.87965	58.914	58.914
0.87965	65.649	65.649
0.87965	72.402	72.402
0.87965	78.987	78.987
0.87965	85.312	85.312
0.87965	91.411	91.411
0.87965	96.620	96.620
0.87965	98.337	98.337
0.87965	105.97	105.97
0.87965	113.16	113.16
0.87965	118.19	118.19
0.87965	118.63	118.63
0.87965	122.72	122.72
0.87965	128.60	128.60
0.87965	134.41	134.41
0.87965	138.09	138.09
0.87965	141.02	141.02
0.87965	148.38	148.38
0.87965	149.23	149.23
0.87965	157.96	157.96
0.87965	165.20	165.20
0.87965	165.20	165.20
0.87965	165.23	165.23
0.87965	165.28	165.28
0.87965	165.39	165.39
0.87965	165.57	165.57
0.87965	165.75	165.75
0.87965	166.01	166.01
0.87965	166.46	166.46
0.87965	166.54	166.54
0.87965	166.77	166.77
0.87965	167.08	167.08
0.87965	167.76	167.76
0.87965	168.56	168.56
0.87965	169.28	169.28
0.87965	170.46	170.46
0.87965	171.65	171.65
0.87965	171.75	171.75
0.87965	172.52	172.52
0.87965	174.08	174.08
0.87965	175.53	175.53
0.87965	177.24	177.24
0.87965	179.07	179.07
0.87965	180.55	180.55
0.87965	182.89	182.89
0.91106	29.853	29.853
0.91106	37.322	37.322
0.91106	47.201	47.201
0.91106	49.519	49.519
0.91106	54.053	54.053
0.91106	60.045	60.045
0.91106	66.681	66.681
0.91106	73.321	73.321
0.91106	79.723	79.723
0.91106	85.904	85.904
0.91106	92.071	92.071
0.91106	95.955	95.955
0.91106	99.069	99.069
0.91106	106.75	106.75
0.91106	114.23	114.23
0.91106	118.03	118.03
0.91106	119.63	119.63
0.91106	123.42	123.42
0.91106	129.75	129.75
0.91106	136.26	136.26
0.91106	138.84	138.84
0.91106	142.48	142.48
0.91106	147.87	147.87
0.91106	150.15	150.15
0.91106	158.68	158.68
0.91106	166.46	166.46
0.91106	171.10	171.10
0.91106	171.10	171.10
0.91106	171.13	171.13
0.91106	171.18	171.18
0.91106	171.30	171.30
0.91106	171.50	171.50
0.91106	171.81	171.81
0.91106	172.18	172.18
0.91106	172.46	172.46
0.91106	172.52	172.52
0.91106	172.58	172.58
0.91106	172.79	172.79
0.91106	173.01	173.01
0.91106	173.65	173.65
0.91106	174.43	174.43
0.91106	175.13	175.13
0.91106	176.28	176.28
0.91106	177.82	177.82
0.91106	179.34	179.34
0.91106	180.34	180.34
0.91106	181.39	181.39
0.91106	183.04	183.04
0.91106	185.28	185.28
0.91106	187.68	187.68
0.94248	30.200	30.200
0.94248	38.355	38.355
0.94248	48.329	48.329
0.94248	50.881	50.881
0.94248	55.329	55.329
0.94248	61.204	61.204
0.94248	67.734	67.734
0.94248	74.251	74.251
0.94248	80.459	80.459
0.94248	86.518	86.518
0.94248	92.761	92.761
0.94248	95.292	95.292
0.94248	99.811	99.811
0.94248	107.52	107.52
0.94248	115.18	115.18
0.94248	117.43	117.43
0.94248	121.12	121.12
0.94248	124.05	124.05
0.94248	130.68	130.68
0.94248	137.87	137.87
0.94248	139.58	139.58
0.94248	144.26	144.26
0.94248	147.37	147.37
0.94248	151.25	151.25
0.94248	159.44	159.44
0.94248	167.02	167.02
0.94248	173.04	173.04
0.94248	173.28	173.28
0.94248	177.00	177.00
0.94248	177.00	177.00
0.94248	177.03	177.03
0.94248	177.08	177.08
0.94248	177.19	177.19
0.94248	177.39	177.39
0.94248	177.71	177.71
0.94248	178.18	178.18
0.94248	178.64	178.64
0.94248	178.74	178.74
0.94248	178.91	178.91
0.94248	179.46	179.46
0.94248	180.16	180.16
0.94248	180.67	180.67
0.94248	181.17	181.17
0.94248	182.18	182.18
0.94248	183.66	183.66
0.94248	185.32	185.32
0.94248	186.77	186.77
0.94248	188.29	188.29
0.94248	189.88	189.88
0.94248	191.33	191.33
0.97389	30.525	30.525
0.97389	39.372	39.372
0.97389	49.415	49.415
0.97389	52.303	52.303
0.97389	56.638	56.638
0.97389	62.389	62.389
0.97389	68.808	68.808
0.97389	75.189	75.189
0.97389	81.194	81.194
0.97389	87.157	87.157
0.97389	93.479	93.479
0.97389	94.632	94.632
0.97389	100.56	100.56
0.97389	108.27	108.27
0.97389	116.05	116.05
0.97389	116.83	116.83
0.97389	122.65	122.65
0.97389	124.68	124.68
0.97389	131.52	131.52
0.97389	139.15	139.15
0.97389	140.30	140.30
0.97389	146.12	146.12
0.97389	146.89	146.89
0.97389	152.64	152.64
0.97389	160.28	160.28
0.97389	167.58	167.58
0.97389	173.68	173.68
0.97389	174.03	174.03
0.97389	181.56	181.56
0.97389	182.90	182.90
0.97389	182.90	182.90
0.97389	182.93	182.93
0.97389	182.98	182.98
0.97389	183.09	183.09
0.97389	183.29	183.29
0.97389	183.61	183.61
0.97389	184.08	184.08
0.97389	184.69	184.69
0.97389	184.71	184.71
0.97389	184.93	184.93
0.97389	185.41	185.41
0.97389	186.15	186.15
0.97389	186.83	186.83
0.97389	187.80	187.80
0.97389	189.18	189.18
0.97389	190.46	190.46
0.97389	191.41	191.41
0.97389	192.63	192.63
0.97389	194.16	194.16
0.97389	196.25	196.25
1.0053	30.832	30.832
1.0053	40.373	40.373
1.0053	50.478	50.478
1.0053	53.769	53.769
1.0053	57.974	57.974
1.0053	63.598	63.598
1.0053	69.899	69.899
1.0053	76.132	76.132
1.0053	81.927	81.927
1.0053	87.827	87.827
1.0053	93.973	93.973
1.0053	94.226	94.226
1.0053	101.33	101.33
1.0053	109.03	109.03
1.0053	116.22	116.22
1.0053	116.86	116.86
1.0053	124.12	124.12
1.0053	125.36	125.36
1.0053	132.31	132.31
1.0053	140.20	140.20
1.0053	141.00	141.00
1.0053	146.43	146.43
1.0053	147.78	147.78
1.0053	154.32	154.32
1.0053	161.28	161.28
1.0053	168.19	168.19
1.0053	174.33	174.33
1.0053	174.77	174.77
1.0053	182.39	182.39
1.0053	188.80	188.80
1.0053	188.81	188.81
1.0053	188.83	188.83
1.0053	188.88	188.88
1.0053	188.99	188.99
1.0053	189.17	189.17
1.0053	189.48	189.48
1.0053	189.93	189.93
1.0053	190.52	190.52
1.0053	190.79	190.79
1.0053	190.97	190.97
1.0053	191.15	191.15
1.0053	191.57	191.57
1.0053	192.14	192.14
1.0053	192.78	192.78
1.0053	193.70	193.70
1.0053	195.08	195.08
1.0053	196.67	196.67
1.0053	198.13	198.13
1.0053	199.51	199.51
1.0053	199.51	199.51
1.0367	31.122	31.122
1.0367	41.356	41.356
1.0367	51.533	51.533
1.0367	55.265	55.265
1.0367	59.335	59.335
1.0367	64.829	64.829
1.0367	71.008	71.008
1.0367	77.076	77.076
1.0367	82.660	82.660
1.0367	88.530	88.530
1.0367	93.317	93.317
1.0367	95.001	95.001
1.0367	102.11	102.11
1.0367	109.78	109.78
1.0367	115.62	115.62
1.0367	117.63	117.63
1.0367	125.32	125.32
1.0367	126.30	126.30
1.0367	133.10	133.10
1.0367	141.12	141.12
1.0367	141.65	141.65
1.0367	146.02	146.02
1.0367	149.11	149.11
1.0367	156.10	156.10
1.0367	162.51	162.51
1.0367	168.88	168.88
1.0367	175.04	175.04
1.0367	175.50	175.50
1.0367	183.16	183.16
1.0367	192.32	192.32
1.0367	194.70	194.70
1.0367	194.71	194.71
1.0367	194.73	194.73
1.0367	194.78	194.78
1.0367	194.88	194.88
1.0367	195.07	195.07
1.0367	195.38	195.38
1.0367	195.83	195.83
1.0367	196.46	196.46
1.0367	196.89	196.89
1.0367	197.05	197.05
1.0367	197.23	197.23
1.0367	197.93	197.93
1.0367	198.60	198.60
1.0367	198.67	198.67
1.0367	199.42	199.42
1.0367	200.63	200.63
1.0367	201.71	201.71
1.0367	202.69	202.69
1.0367	204.00	204.00
1.0681	31.398	31.398
1.0681	42.324	42.324
1.0681	52.587	52.587
1.0681	56.783	56.783
1.0681	60.717	60.717
1.0681	66.080	66.080
1.0681	72.132	72.132
1.0681	78.017	78.017
1.0681	83.396	83.396
1.0681	89.268	89.268
1.0681	92.664	92.664
1.0681	95.802	95.802
1.0681	102.91	102.91
1.0681	110.54	110.54
1.0681	115.02	115.02
1.0681	118.38	118.38
1.0681	126.10	126.10
1.0681	127.64	127.64
1.0681	133.90	133.90
1.0681	141.98	141.98
1.0681	142.20	142.20
1.0681	145.72	145.72
1.0681	150.19	150.19
1.0681	157.72	157.72
1.0681	163.98	163.98
1.0681	169.73	169.73
1.0681	175.84	175.84
1.0681	176.20	176.20
1.0681	183.95	183.95
1.0681	193.14	193.14
1.0681	197.86	197.86
1.0681	200.60	200.60
1.0681	200.61	200.61
1.0681	200.63	200.63
1.0681	200.68	200.68
1.0681	200.78	200.78
1.0681	200.96	200.96
1.0681	201.25	201.25
1.0681	201.67	201.67
1.0681	202.18	202.18
1.0681	202.58	202.58
1.0681	202.99	202.99
1.0681	203.12	203.12
1.0681	203.24	203.24
1.0681	203.91	203.91
1.0681	204.56	204.56
1.0681	205.34	205.34
1.0681	206.58	206.58
1.0681	208.09	208.09
1.0681	209.37	209.37
1.0996	31.663	31.663
1.0996	43.274	43.274
1.0996	53.647	53.647
1.0996	58.316	58.316
1.0996	62.118	62.118
1.0996	67.350	67.350
1.0996	73.268	73.268
1.0996	78.950	78.950
1.0996	84.140	84.140
1.0996	90.045	90.045
1.0996	92.013	92.013
1.0996	96.629	96.629
1.0996	103.72	103.72
1.0996	111.31	111.31
1.0996	114.42	114.42
1.0996	119.11	119.11
1.0996	126.75	126.75
1.0996	129.08	129.08
1.0996	134.75	134.75
1.0996	142.55	142.55
1.0996	142.81	142.81
1.0996	145.61	145.61
1.0996	151.12	151.12
1.0996	159.01	159.01
1.0996	165.52	165.52
1.0996	170.83	170.83
1.0996	176.80	176.80
1.0996	176.87	176.87
1.0996	184.79	184.79
1.0996	193.92	193.92
1.0996	197.08	197.08
1.0996	203.37	203.37
1.0996	206.50	206.50
1.0996	206.51	206.51
1.0996	206.53	206.53
1.0996	206.58	206.58
1.0996	206.68	206.68
1.0996	206.86	206.86
1.0996	207.15	207.15
1.0996	207.58	207.58
1.0996	208.20	208.20
1.0996	208.71	208.71
1.0996	208.95	208.95
1.0996	209.11	209.11
1.0996	209.29	209.29
1.0996	209.77	209.77
1.0996	210.43	210.43
1.0996	211.11	211.11
1.0996	212.07	212.07
1.0996	212.84	212.84
1.1310	31.917	31.917
1.1310	44.209	44.209
1.1310	54.715	54.715
1.1310	59.862	59.862
1.1310	63.535	63.535
1.1310	68.636	68.636
1.1310	74.414	74.414
1.1310	79.871	79.871
1.1310	84.899	84.899
1.1310	90.859	90.859
1.1310	91.364	91.364
1.1310	97.479	97.479
1.1310	104.54	104.54
1.1310	112.08	112.08
1.1310	113.82	113.82
1.1310	119.83	119.83
1.1310	127.37	127.37
1.1310	130.49	130.49
1.1310	135.64	135.64
1.1310	142.62	142.62
1.1310	143.63	143.63
1.1310	145.78	145.78
1.1310	151.96	151.96
1.1310	160.05	160.05
1.1310	166.86	166.86
1.1310	172.16	172.16
1.1310	177.52	177.52
1.1310	177.98	177.98
1.1310	185.72	185.72
1.1310	194.72	194.72
1.1310	196.33	196.33
1.1310	204.18	204.18
1.1310	208.04	208.04
1.1310	212.41	212.41
1.1310	212.41	212.41
1.1310	212.43	212.43
1.1310	212.48	212.48
1.1310	212.57	212.57
1.1310	212.74	212.74
1.1310	212.98	212.98
1.1310	213.22	213.22
1.1310	213.54	213.54
1.1310	214.12	214.12
1.1310	214.88	214.88
1.1310	215.24	215.24
1.1310	215.40	215.40
1.1310	215.72	215.72
1.1310	216.41	216.41
1.1310	217.06	217.06
1.1310	218.11	218.11
1.1624	32.164	32.164
1.1624	45.128	45.128
1.1624	55.793	55.793
1.1624	61.416	61.416
1.1624	64.966	64.966
1.1624	69.938	69.938
1.1624	75.567	75.567
1.1624	80.774	80.774
1.1624	85.682	85.682
1.1624	90.717	90.717
1.1624	91.710	91.710
1.1624	98.352	98.352
1.1624	105.38	105.38
1.1624	112.86	112.86
1.1624	113.22	113.22
1.1624	120.55	120.55
1.1624	128.00	128.00
1.1624	131.84	131.84
1.1624	136.61	136.61
1.1624	142.43	142.43
1.1624	144.45	144.45
1.1624	146.23	146.23
1.1624	152.75	152.75
1.1624	160.91	160.91
1.1624	167.92	167.92
1.1624	173.56	173.56
1.1624	178.11	178.11
1.1624	179.44	179.44
1.1624	186.79	186.79
1.1624	195.57	195.57
1.1624	195.63	195.63
1.1624	204.95	204.95
1.1624	207.36	207.36
1.1624	214.11	214.11
1.1624	218.31	218.31
1.1624	218.31	218.31
1.1624	218.33	218.33
1.1624	218.38	218.38
1.1624	218.47	218.47
1.1624	218.64	218.64
1.1624	218.92	218.92
1.1624	219.33	219.33
1.1624	219.86	219.86
1.1624	220.12	220.12
1.1624	220.74	220.74
1.1624	221.38	221.38
1.1624	221.51	221.51
1.1624	221.63	221.63
1.1624	222.35	222.35
1.1624	222.92	222.92
1.1938	32.405	32.405
1.1938	46.031	46.031
1.1938	56.881	56.881
1.1938	62.978	62.978
1.1938	66.410	66.410
1.1938	71.254	71.254
1.1938	76.723	76.723
1.1938	81.658	81.658
1.1938	86.495	86.495
1.1938	90.073	90.073
1.1938	92.597	92.597
1.1938	99.247	99.247
1.1938	106.23	106.23
1.1938	112.63	112.63
1.1938	113.64	113.64
1.1938	121.28	121.28
1.1938	128.63	128.63
1.1938	133.11	133.11
1.1938	137.64	137.64
1.1938	142.07	142.07
1.1938	145.28	145.28
1.1938	146.83	146.83
1.1938	153.52	153.52
1.1938	161.67	161.67
1.1938	168.76	168.76
1.1938	174.81	174.81
1.1938	178.65	178.65
1.1938	181.09	181.09
1.1938	188.07	188.07
1.1938	194.98	194.98
1.1938	196.50	196.50
1.1938	205.73	205.73
1.1938	206.68	206.68
1.1938	214.86	214.86
1.1938	221.00	221.00
1.1938	224.21	224.21
1.1938	224.21	224.21
1.1938	224.23	224.23
1.1938	224.28	224.28
1.1938	224.37	224.37
1.1938	224.53	224.53
1.1938	224.78	224.78
1.1938	225.00	225.00
1.1938	225.28	225.28
1.1938	225.83	225.83
1.1938	226.59	226.59
1.1938	227.47	227.47
1.1938	227.54	227.54
1.1938	227.71	227.71
1.1938	228.33	228.33
1.2252	32.642	32.642
1.2252	46.919	46.919
1.2252	57.979	57.979
1.2252	64.547	64.547
1.2252	67.866	67.866
1.2252	72.581	72.581
1.2252	77.877	77.877
1.2252	82.522	82.522
1.2252	87.348	87.348
1.2252	89.431	89.431
1.2252	93.518	93.518
1.2252	100.16	100.16
1.2252	107.10	107.10
1.2252	112.03	112.03
1.2252	114.44	114.44
1.2252	122.00	122.00
1.2252	129.28	129.28
1.2252	134.28	134.28
1.2252	138.75	138.75
1.2252	141.63	141.63
1.2252	146.14	146.14
1.2252	147.52	147.52
1.2252	154.27	154.27
1.2252	162.37	162.37
1.2252	169.48	169.48
1.2252	175.88	175.88
1.2252	179.12	179.12
1.2252	182.73	182.73
1.2252	189.59	189.59
1.2252	194.39	194.39
1.2252	197.55	197.55
1.2252	206.01	206.01
1.2252	206.56	206.56
1.2252	215.58	215.58
1.2252	221.83	221.83
1.2252	226.24	226.24
1.2252	230.11	230.11
1.2252	230.12	230.12
1.2252	230.13	230.13
1.2252	230.18	230.18
1.2252	230.27	230.27
1.2252	230.43	230.43
1.2252	230.70	230.70
1.2252	231.07	231.07
1.2252	231.49	231.49
1.2252	231.80	231.80
1.2252	232.49	232.49
1.2252	233.38	233.38
1.2252	233.71	233.71
1.2252	233.86	233.86
1.2566	32.876	32.876
1.2566	47.792	47.792
1.2566	59.086	59.086
1.2566	66.120	66.120
1.2566	69.332	69.332
1.2566	73.918	73.918
1.2566	79.021	79.021
1.2566	83.371	83.371
1.2566	88.245	88.245
1.2566	88.792	88.792
1.2566	94.470	94.470
1.2566	101.09	101.09
1.2566	107.97	107.97
1.2566	111.44	111.44
1.2566	115.24	115.24
1.2566	122.73	122.73
1.2566	129.94	129.94
1.2566	135.38	135.38
1.2566	139.92	139.92
1.2566	141.15	141.15
1.2566	147.01	147.01
1.2566	148.26	148.26
1.2566	155.02	155.02
1.2566	163.03	163.03
1.2566	170.13	170.13
1.2566	176.81	176.81
1.2566	179.51	179.51
1.2566	184.18	184.18
1.2566	191.29	191.29
1.2566	193.88	193.88
1.2566	198.78	198.78
1.2566	205.33	205.33
1.2566	207.45	207.45
1.2566	216.31	216.31
1.2566	222.59	222.59
1.2566	227.37	227.37
1.2566	232.71	232.71
1.2566	236.02	236.02
1.2566	236.02	236.02
1.2566	236.04	236.04
1.2566	236.08	236.08
1.2566	236.17	236.17
1.2566	236.33	236.33
1.2566	236.59	236.59
1.2566	236.98	236.98
1.2566	237.54	237.54
1.2566	238.27	238.27
1.2566	239.15	239.15
1.2566	239.89	239.89
1.2566	239.98	239.98
1.2881	33.108	33.108
1.2881	48.651	48.651
1.2881	60.203	60.203
1.2881	67.697	67.697
1.2881	70.807	70.807
1.2881	75.263	75.263
1.2881	80.147	80.147
1.2881	84.215	84.215
1.2881	88.155	88.155
1.2881	89.188	89.188
1.2881	95.451	95.451
1.2881	102.05	102.05
1.2881	108.86	108.86
1.2881	110.85	110.85
1.2881	116.05	116.05
1.2881	123.47	123.47
1.2881	130.63	130.63
1.2881	136.40	136.40
1.2881	140.64	140.64
1.2881	141.14	141.14
1.2881	147.92	147.92
1.2881	149.03	149.03
1.2881	155.77	155.77
1.2881	163.67	163.67
1.2881	170.76	170.76
1.2881	177.66	177.66
1.2881	179.79	179.79
1.2881	185.42	185.42
1.2881	192.99	192.99
1.2881	193.46	193.46
1.2881	200.23	200.23
1.2881	204.68	204.68
1.2881	208.45	208.45
1.2881	217.07	217.07
1.2881	223.33	223.33
1.2881	228.46	228.46
1.2881	233.79	233.79
1.2881	241.34	241.34
1.2881	241.92	241.92
1.2881	241.92	241.92
1.2881	241.94	241.94
1.2881	241.98	241.98
1.2881	242.07	242.07
1.2881	242.24	242.24
1.2881	242.50	242.50
1.2881	242.88	242.88
1.2881	243.43	243.43
1.2881	244.17	244.17
1.2881	245.08	245.08
1.2881	246.08	246.08
1.3195	33.340	33.340
1.3195	49.495	49.495
1.3195	61.328	61.328
1.3195	69.278	69.278
1.3195	72.289	72.289
1.3195	76.614	76.614
1.3195	81.242	81.242
1.3195	85.069	85.069
1.3195	87.521	87.521
1.3195	90.177	90.177
1.3195	96.459	96.459
1.3195	103.01	103.01
1.3195	109.76	109.76
1.3195	110.27	110.27
1.3195	116.87	116.87
1.3195	124.22	124.22
1.3195	131.33	131.33
1.3195	137.37	137.37
1.3195	140.12	140.12
1.3195	142.38	142.38
1.3195	148.86	148.86
1.3195	149.81	149.81
1.3195	156.52	156.52
1.3195	164.30	164.30
1.3195	171.38	171.38
1.3195	178.46	178.46
1.3195	179.97	179.97
1.3195	186.49	186.49
1.3195	193.12	193.12
1.3195	194.54	194.54
1.3195	201.87	201.87
1.3195	204.03	204.03
1.3195	209.60	209.60
1.3195	217.89	217.89
1.3195	224.06	224.06
1.3195	229.52	229.52
1.3195	234.90	234.90
1.3195	242.37	242.37
1.3195	247.58	247.58
1.3195	247.82	247.82
1.3195	247.83	247.83
1.3195	247.84	247.84
1.3195	247.88	247.88
1.3195	247.97	247.97
1.3195	248.13	248.13
1.3195	248.38	248.38
1.3195	248.75	248.75
1.3195	249.28	249.28
1.3195	249.99	249.99
1.3195	250.85	250.85
1.3509	33.573	33.573
1.3509	50.325	50.325
1.3509	62.460	62.460
1.3509	70.863	70.863
1.3509	73.778	73.778
1.3509	77.965	77.965
1.3509	82.294	82.294
1.3509	85.953	85.953
1.3509	86.889	86.889
1.3509	91.210	91.210
1.3509	97.492	97.492
1.3509	104.00	104.00
1.3509	109.68	109.68
1.3509	110.67	110.67
1.3509	117.70	117.70
1.3509	124.97	124.97
1.3509	132.05	132.05
1.3509	138.31	138.31
1.3509	139.58	139.58
1.3509	143.63	143.63
1.3509	149.84	149.84
1.3509	150.61	150.61
1.3509	157.27	157.27
1.3509	164.92	164.92
1.3509	172.00	172.00
1.3509	179.25	179.25
1.3509	180.02	180.02
1.3509	187.45	187.45
1.3509	192.89	192.89
1.3509	195.87	195.87
1.3509	203.42	203.42
1.3509	203.57	203.57
1.3509	210.94	210.94
1.3509	218.78	218.78
1.3509	224.81	224.81
1.3509	230.56	230.56
1.3509	236.04	236.04
1.3509	243.33	243.33
1.3509	247.09	247.09
1.3509	252.94	252.94
1.3509	253.73	253.73
1.3509	253.73	253.73
1.3509	253.75	253.75
1.3509	253.79	253.79
1.3509	253.87	253.87
1.3509	254.03	254.03
1.3509	254.28	254.28
1.3509	254.65	254.65
1.3509	255.18	255.18
1.3509	255.89	255.89
1.3823	33.807	33.807
1.3823	51.142	51.142
1.3823	63.598	63.598
1.3823	72.449	72.449
1.3823	75.272	75.272
1.3823	79.312	79.312
1.3823	83.294	83.294
1.3823	86.259	86.259
1.3823	86.888	86.888
1.3823	92.282	92.282
1.3823	98.547	98.547
1.3823	104.99	104.99
1.3823	109.10	109.10
1.3823	111.58	111.58
1.3823	118.53	118.53
1.3823	125.74	125.74
1.3823	132.79	132.79
1.3823	139.05	139.05
1.3823	139.22	139.22
1.3823	144.86	144.86
1.3823	150.86	150.86
1.3823	151.42	151.42
1.3823	158.03	158.03
1.3823	165.53	165.53
1.3823	172.62	172.62
1.3823	179.94	179.94
1.3823	180.02	180.02
1.3823	188.34	188.34
1.3823	192.74	192.74
1.3823	197.01	197.01
1.3823	202.84	202.84
1.3823	205.16	205.16
1.3823	212.47	212.47
1.3823	219.78	219.78
1.3823	225.61	225.61
1.3823	231.60	231.60
1.3823	237.21	237.21
1.3823	244.28	244.28
1.3823	246.41	246.41
1.3823	253.96	253.96
1.3823	258.32	258.32
1.3823	258.48	258.48
1.3823	259.20	259.20
1.3823	259.63	259.63
1.3823	259.63	259.63
1.3823	259.65	259.65
1.3823	259.69	259.69
1.3823	259.77	259.77
1.3823	259.92	259.92
1.3823	260.17	260.17
1.4137	34.044	34.044
1.4137	51.945	51.945
1.4137	64.741	64.741
1.4137	74.039	74.039
1.4137	76.770	76.770
1.4137	80.646	80.646
1.4137	84.242	84.242
1.4137	85.632	85.632
1.4137	87.889	87.889
1.4137	93.390	93.390
1.4137	99.622	99.622
1.4137	106.00	106.00
1.4137	108.53	108.53
1.4137	112.51	112.51
1.4137	119.38	119.38
1.4137	126.52	126.52
1.4137	133.55	133.55
1.4137	138.50	138.50
1.4137	140.12	140.12
1.4137	146.06	146.06
1.4137	151.92	151.92
1.4137	152.23	152.23
1.4137	158.80	158.80
1.4137	166.14	166.14
1.4137	173.26	173.26
1.4137	179.73	179.73
1.4137	180.78	180.78
1.4137	189.20	189.20
1.4137	192.66	192.66
1.4137	198.03	198.03
1.4137	202.32	202.32
1.4137	206.56	206.56
1.4137	214.10	214.10
1.4137	220.93	220.93
1.4137	226.49	226.49
1.4137	232.66	232.66
1.4137	238.42	238.42
1.4137	245.27	245.27
1.4137	245.54	245.54
1.4137	254.89	254.89
1.4137	256.61	256.61
1.4137	257.66	257.66
1.4137	257.67	257.67
1.4137	259.23	259.23
1.4137	261.08	261.08
1.4137	263.50	263.50
1.4137	265.11	265.11
1.4137	265.53	265.53
1.4137	265.54	265.54
1.4137	265.55	265.55
1.4451	34.284	34.284
1.4451	52.736	52.736
1.4451	65.888	65.888
1.4451	75.629	75.629
1.4451	78.270	78.270
1.4451	81.954	81.954
1.4451	85.007	85.007
1.4451	85.152	85.152
1.4451	88.960	88.960
1.4451	94.528	94.528
1.4451	100.72	100.72
1.4451	107.02	107.02
1.4451	107.95	107.95
1.4451	113.44	113.44
1.4451	120.23	120.23
1.4451	127.32	127.32
1.4451	134.33	134.33
1.4451	137.96	137.96
1.4451	141.02	141.02
1.4451	147.24	147.24
1.4451	153.03	153.03
1.4451	153.05	153.05
1.4451	159.57	159.57
1.4451	166.76	166.76
1.4451	173.92	173.92
1.4451	179.42	179.42
1.4451	181.55	181.55
1.4451	190.03	190.03
1.4451	192.63	192.63
1.4451	198.96	198.96
1.4451	201.88	201.88
1.4451	207.76	207.76
1.4451	215.65	215.65
1.4451	222.22	222.22
1.4451	227.50	227.50
1.4451	233.77	233.77
1.4451	239.66	239.66
1.4451	244.53	244.53
1.4451	246.29	246.29
1.4451	254.87	254.87
1.4451	255.80	255.80
1.4451	256.00	256.00
1.4451	256.82	256.82
1.4451	257.76	257.76
1.4451	259.89	259.89
